id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
ORC-44,cli,runCli advance,pass,"As a developer, I want to manually advance a task through a state transition, so that I can test or force a lifecycle step.","Calls transition(db, taskId, event). Outputs updated task JSON. Throws on illegal transition.",bun test src/orchestrator/cli.test.ts,,,,,src/orchestrator/cli.ts:14 runCli advance,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' calls advance with spawn_fail
[audit-confirmed] round trip calls advance with spawn_fail
[audit-confirmed] round trip calls advance with spawn_fail",,,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' calls advance with spawn_fail
[audit-confirmed] round trip calls advance with spawn_fail
[audit-confirmed] round trip calls advance with spawn_fail | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-45,cli,runCli abandon,pass,"As a developer, I want to abandon a task, so that it moves to terminal state and releases its repo lock.","Calls transition(db, taskId, 'human_abandon'). Outputs updated task JSON.",bun test src/orchestrator/cli.test.ts,,,,,src/orchestrator/cli.ts:15 runCli abandon,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' verifies final state is abandoned
[audit-confirmed] round trip asserts final state=abandoned
[audit-confirmed] round trip asserts final state=abandoned",,,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' verifies final state is abandoned
[audit-confirmed] round trip asserts final state=abandoned
[audit-confirmed] round trip asserts final state=abandoned | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-46,cli,runCli reopen,pass,"As a developer, I want to reopen a blocked task, so that it returns to starting and retries with fresh budget.","Calls transition(db, taskId, 'human_reopen'). Resets retry_budget to 2. Outputs updated task JSON.",bun test src/orchestrator/cli.test.ts,,,,,src/orchestrator/cli.ts:16 runCli reopen,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' calls reopen after advance
[audit-confirmed] round trip calls reopen after advance
[audit-confirmed] round trip calls reopen after advance",,,pass,"cli.test.ts 6/6 pass — 'add ls show advance abandon reopen round trip' calls reopen after advance
[audit-confirmed] round trip calls reopen after advance
[audit-confirmed] round trip calls reopen after advance | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-47,cli,runCli gc,pass,"As a developer, I want to run worktree garbage collection via CLI, so that I can clean up abandoned worktrees without waiting for the orchestrator sweep.","Defaults to dryRun unless --apply. --older-than parses duration via parseSince. Outputs one JSON line per candidate with task_id, deleted, reason. Throws on invalid duration.",bun test src/orchestrator/cli.test.ts,,,,,src/orchestrator/cli.ts:18 runCli gc,pass,"cli.test.ts 6/6 pass — 'gc lists terminal worktrees' and 'gc --older-than spares a task'
[audit-confirmed] 'gc lists terminal worktrees and only deletes with --apply'/'gc --older-than spares a task' asserts dryRun/worktree_missing/invalid duration
[audit-confirmed] 'gc lists terminal worktrees and only deletes with --apply'/'gc --older-than spares a task' asserts dryRun/worktree_missing/invalid duration",,,pass,"cli.test.ts 6/6 pass — 'gc lists terminal worktrees' and 'gc --older-than spares a task'
[audit-confirmed] 'gc lists terminal worktrees and only deletes with --apply'/'gc --older-than spares a task' asserts dryRun/worktree_missing/invalid duration
[audit-confirmed] 'gc lists terminal worktrees and... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-48,orchestrator,Orchestrator.tick,pass,"As an orchestrator, I want each 5-second tick to claim, start, poll, reconcile, and cleanup tasks, so that the full task lifecycle advances autonomously.","Single-flight (inFlight guard). Calls reconcile. Claims up to concurrency. For each owned task: starts runners, polls running tasks, polls submitted tasks (push/PR/CI). Consumes answers, expires approvals, reconciles effects. Renews leases. Collects worktrees (throttled to 5min). Errors per task logged as tick_event, not fatal.",bun test src/orchestrator/orchestrator.test.ts,,,,,src/orchestrator/orchestrator.ts:128 Orchestrator.tick,pass,"orchestrator.test.ts 18/18 pass — covers claiming, worktree fail, runner isolation, single-flight, spawn intent, no-check block, crash recovery, owner CAS, pid recycle, liveness unknown, budget exhaustion, no-attempt block, legacy row, worktree GC
[audit-confirmed] 18 tests cover single-flight, claim, worktree fail, runner isolation, spawn intent, no-check block, crash recovery, owner CAS, pid recycle, liveness unknown, budget exhaustion, no-attempt block, legacy row, worktree GC throttle
[audit-confirmed] 18 tests cover single-flight, claim, worktree fail, runner isolation, spawn intent, no-check block, crash recovery, owner CAS, pid recycle, liveness unknown, budget exhaustion, no-attempt block, legacy row, worktree GC throttle",,,pass,"orchestrator.test.ts 18/18 pass — covers claiming, worktree fail, runner isolation, single-flight, spawn intent, no-check block, crash recovery, owner CAS, pid recycle, liveness unknown, budget exhaustion, no-attempt block, legacy row, worktree GC
[audit-confirmed] 18 tests cover single-flight,... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-49,orchestrator,Orchestrator.reconcile,pass,"As an orchestrator, I want to reconcile starting and running tasks against the ledger each cycle, so that stale or crashed tasks are detected without blind re-spawning.","For owned starting tasks: probes liveness, binds if found+alive, transitions runner_dead if pid dead, bumps unknown counter. For owned running tasks: probes ledger, resolves evidence if ended, detects pid recycle, bumps liveness_unknown. Never double-spawns.",bun test src/orchestrator/orchestrator.test.ts,,,,,src/orchestrator/orchestrator.ts:121 Orchestrator.reconcile,pass,"orchestrator.test.ts 18/18 pass — §7-1 through §7-11 directly exercise reconcileStarting and reconcileRunning
[audit-confirmed] §7-1 through §7-11 directly exercise reconcileStarting/reconcileRunning
[audit-confirmed] §7-1 through §7-11 directly exercise reconcileStarting/reconcileRunning",,,pass,"orchestrator.test.ts 18/18 pass — §7-1 through §7-11 directly exercise reconcileStarting and reconcileRunning
[audit-confirmed] §7-1 through §7-11 directly exercise reconcileStarting/reconcileRunning
[audit-confirmed] §7-1 through §7-11 directly exercise reconcileStarting/reconcileRunning | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
ORC-50,orchestrator,main,pass,"As a system operator, I want the orchestrator process to start, run tick every 5 seconds, and shut down cleanly on SIGINT/SIGTERM, so that the orchestrator runs as a daemon.","Parses --concurrency flag (default 2). Opens store, creates SpoolWriter, constructs Orchestrator. Runs one tick immediately. setInterval 5000ms. SIGINT/SIGTERM handler seals spool, closes DB, exits 0.",code review,,,,,src/orchestrator/orchestrator.ts:247 main,pass,"Process entrypoint that starts setInterval and process signal handlers. Cannot be unit-tested without spawning a child process. All logic it orchestrates (openStore, SpoolWriter, Orchestrator.tick) is individually tested.
[audit-downgraded] 进程入口需 spawn 子进程才能验证 setInterval 与信号处理；其编排的各组件 (openStore/SpoolWriter/tick) 已单独测试，但入口本身需真实 runtime
[audit-downgraded] 进程入口需 spawn 子进程才能验证 setInterval 与信号处理；其编排的各组件 (openStore/SpoolWriter/tick) 已单独测试，但入口本身需真实 runtime
[shard-pass] test/orchestrator-main-signal.test.ts: Bun.spawn runs `bun src/orchestrator/orchestrator.ts --once` with HOME=tmp and OVERLOAD_ORCHESTRATOR_PATH/OVERLOAD_LEDGER_PATH/OVERLOAD_ANSWERS_PATH all under tmp. A seeded queued task makes the first tick claim it and emit session_started to active-orchestrator-0.ndjson; the test polls for that act",,src/orchestrator/orchestrator.ts:247 main (signal handlers spool.close()+db.close()+exit(0) verified working),pass,test/orchestrator-main-signal.test.ts: Bun.spawn runs `bun src/orchestrator/orchestrator.ts --once` with HOME=tmp and OVERLOAD_ORCHESTRATOR_PATH/OVERLOAD_LEDGER_PATH/OVERLOAD_ANSWERS_PATH all under tmp. A seeded queued task makes the first | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
MAN-01,manage,archive closeout,pass,作为调度者，我希望系统把长期运行但已停止观察的执行派生为已结束，并在所有执行结束且无开放注意力/交接后归档工作，从而不再占用我的注意力。,"对 running/unknown 状态的 mgmt_executions，当 ledger 显示 ended/completed/failed 或无 ledger 且超过 grace 未观察时，置为 ended_ok/ended_failed 并写入 closeout_evidence；对 tracking 且无开放 mgmt 注意力、无进行中 handoff 的工作，置 archived。返回 {ended, archived} 计数。",bun test test/manage-archive.test.ts,,,,,src/manage/archive.ts:deriveCloseoutAndArchive,pass,"test/manage-archive.test.ts 4 pass/0 fail
[audit-confirmed] 4 tests: ended->archived after grace, idle dead writer, open attention blocks, grace retains; assert ended_ok/archived counts and track_state
[audit-confirmed] 4 tests: ended->archived after grace, idle dead writer, open attention blocks, grace retains; assert ended_ok/archived counts and track_state",,,pass,"test/manage-archive.test.ts 4 pass/0 fail
[audit-confirmed] 4 tests: ended->archived after grace, idle dead writer, open attention blocks, grace retains; assert ended_ok/archived counts and track_state
[audit-confirmed] 4 tests: ended->archived after grace, idle dead writer, open attention blocks,... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-02,manage,content classification,pass,作为调度者，我希望采集到的文件内容在分享前被自动分级（none/suspect/withheld），避免密钥、私钥、env 等敏感内容被打包分享。,命中路径黑名单（.env/.pem/id_rsa/credentials 等）或私钥/AWS/GitHub token/Bearer 模式时返回 withheld 并附 reasons；含 NUL 字节返回 suspect(binary)；否则 none。,bun test test/manage-export-boundary.test.ts,,,,,src/manage/classify.ts:classifyContent,pass,"test/manage-export-boundary.test.ts 3 pass/0 fail
[audit-confirmed] classifyContent asserts .env/.pem/private-key -> withheld, NUL -> suspect, plain -> none
[audit-confirmed] classifyContent asserts .env/.pem/private-key -> withheld, NUL -> suspect, plain -> none",,,pass,"test/manage-export-boundary.test.ts 3 pass/0 fail
[audit-confirmed] classifyContent asserts .env/.pem/private-key -> withheld, NUL -> suspect, plain -> none
[audit-confirmed] classifyContent asserts .env/.pem/private-key -> withheld, NUL -> suspect, plain -> none | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-03,manage,share package,pass,作为调度者，我希望构建交接包时自动剔除不可分享或敏感的文件，只保留可分享条目并列出剔除原因。,sensitivity!==none 或 shareable===0 的条目进入 omitted（reason 为 sensitivity 或 not-shareable），其余进入 entries（path/size/sha256）。,bun test test/manage-export-boundary.test.ts,,,,,src/manage/classify.ts:buildSharePackage,pass,"test/manage-export-boundary.test.ts 3 pass/0 fail
[audit-confirmed] buildSharePackage asserts entries path/size/sha256 and omitted reason; excerpt excluded
[audit-confirmed] buildSharePackage asserts entries path/size/sha256 and omitted reason; excerpt excluded",,,pass,"test/manage-export-boundary.test.ts 3 pass/0 fail
[audit-confirmed] buildSharePackage asserts entries path/size/sha256 and omitted reason; excerpt excluded
[audit-confirmed] buildSharePackage asserts entries path/size/sha256 and omitted reason; excerpt excluded | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-04,manage,stable identity,pass,"作为系统，我希望把 (host, runtime, sessionUuid) 拼成稳定全局 ID，使同一跨主机会话可被唯一引用。",返回 `${host}:${runtime}:${sessionUuid}`，runtime 限定 pi/omp/claude。,bun test test/manage-identity.test.ts,,,,,src/manage/identity.ts:stableId,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] stableId asserts host:pi:uuid and host:claude:uuid
[audit-confirmed] stableId asserts host:pi:uuid and host:claude:uuid",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] stableId asserts host:pi:uuid and host:claude:uuid
[audit-confirmed] stableId asserts host:pi:uuid and host:claude:uuid | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-05,manage,artifact id,pass,"作为系统，我希望为 (workId, kind, canonicalKey) 生成确定的短哈希 artifact 标识，保证同一逻辑工件跨运行一致。",sha256(workId+kind+canonicalKey) 取前 32 位十六进制；同一输入恒定，不同输入不同。,bun test test/manage-identity.test.ts,,,,,src/manage/identity.ts:artifactId,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] artifactId asserts sha256(workId+kind+key) first 32 hex
[audit-confirmed] artifactId asserts sha256(workId+kind+key) first 32 hex",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] artifactId asserts sha256(workId+kind+key) first 32 hex
[audit-confirmed] artifactId asserts sha256(workId+kind+key) first 32 hex | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-06,manage,version id,pass,作为系统，我希望为 artifact + contentKind + contentSha256 生成版本标识，使内容变化必然产生新版本。,sha256(artifactId+':'+contentKind+':'+contentSha256) 取前 32 位；sha 变化则 versionId 变化。,bun test test/manage-identity.test.ts,,,,,src/manage/identity.ts:versionId,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] versionId asserts sha256(artifactId:contentKind:contentSha) first 32 hex
[audit-confirmed] versionId asserts sha256(artifactId:contentKind:contentSha) first 32 hex",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] versionId asserts sha256(artifactId:contentKind:contentSha) first 32 hex
[audit-confirmed] versionId asserts sha256(artifactId:contentKind:contentSha) first 32 hex | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-07,manage,canonical file key,pass,作为系统，我希望把绝对路径归一为相对仓库根的键，使同仓库内不同工作目录引用同一文件。,无 repoRoot 时返回 resolve(absPath)；路径在 root 内返回相对路径；逃逸到 root 外返回绝对路径。,bun test test/manage-identity.test.ts,,,,,src/manage/identity.ts:canonicalFileKey,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] canonicalFileKey asserts relativize-under-root, escape-outside, null-root
[audit-confirmed] canonicalFileKey asserts relativize-under-root, escape-outside, null-root",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] canonicalFileKey asserts relativize-under-root, escape-outside, null-root
[audit-confirmed] canonicalFileKey asserts relativize-under-root, escape-outside, null-root | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-08,manage,id hashing,pass,作为系统，我希望用统一的 sha256 前缀截断哈希生成各类主键，避免重复插入产生冲突。,把可变参数 join(':') 后 sha256 取前 32 位十六进制；同参数恒定。,bun test test/manage-identity.test.ts,,,,,src/manage/store.ts:id,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] store.id asserts join(':') + sha256 first 32 hex
[audit-confirmed] store.id asserts join(':') + sha256 first 32 hex",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] store.id asserts join(':') + sha256 first 32 hex
[audit-confirmed] store.id asserts join(':') + sha256 first 32 hex | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-09,manage,one-row query helper,pass,作为模块内部，我希望有一个类型化的单行查询助手，减少样板。,包装 db.query(sql).get(...args) 并返回 T|null；无直接断言，被全部 manage 模块依赖调用。,代码审查；无独立用例,,,,,src/manage/store.ts:one,not-run,"仅作为内部查询助手，无独立断言
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts one returns row or null, all returns array
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts one returns row or null, all returns array",,,pass,"new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts one returns row or null, all returns array | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)","原为 code-review 一行包装，现补断言
原为 code-review 一行包装，现补断言"
MAN-10,manage,all-rows query helper,pass,作为模块内部，我希望有一个类型化的多行查询助手。,包装 db.query(sql).all(...args) 返回 T[]；无直接断言。,代码审查；无独立用例,,,,,src/manage/store.ts:all,not-run,"仅作为内部查询助手，无独立断言
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts all returns array
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts all returns array",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-09/MAN-10 one/all query helpers' asserts all returns array | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原为 code-review 一行包装，现补断言
原为 code-review 一行包装，现补断言"
MAN-11,manage,discovered work creation,pass,作为调度者，我希望发现新会话时自动创建一个候选 work 并标记 discovered/tracking，无需我手动登记。,"调用 createWork 建 work 后插入 mgmt_work_profile（origin_mode=discovered, closeout_owner=mgmt, track_state=tracking），返回 work_id。",bun test test/manage-archive.test.ts / test/manage-attribution.test.ts,,,,,src/manage/store.ts:createDiscoveredWork,pass,"test/manage-archive.test.ts 4 pass/0 fail
[audit-confirmed] createDiscoveredWork used in fixture; track_state=tracking asserted via profile()
[audit-confirmed] createDiscoveredWork used in fixture; track_state=tracking asserted via profile()",,,pass,"test/manage-archive.test.ts 4 pass/0 fail
[audit-confirmed] createDiscoveredWork used in fixture; track_state=tracking asserted via profile()
[audit-confirmed] createDiscoveredWork used in fixture; track_state=tracking asserted via profile() | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-12,manage,execution binding,pass,作为系统，我希望把会话稳定 ID 绑定到 work 并登记一次执行（含 agent/cwd/state/evidence）。,"INSERT OR IGNORE 进 mgmt_session_binding 与 mgmt_executions，execution_id 由 (stableId,writerId,1) 哈希决定，幂等返回。",bun test test/manage-archive.test.ts / test/manage-attribution.test.ts,,,,,src/manage/store.ts:bindExecution,pass,"test/manage-archive.test.ts 4 pass/0 fail
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-12 bindExecution idempotency' asserts same stableId+writerId returns same execution_id and no duplicate rows
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-12 bindExecution idempotency' asserts same stableId+writerId returns same execution_id and no duplicate rows",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-12 bindExecution idempotency' asserts same stableId+writerId returns same execution_id and no duplicate rows | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原证据仅称 fixture 调用 bindExecution，未验证 INSERT OR IGNORE 幂等
原证据仅称 fixture 调用 bindExecution，未验证 INSERT OR IGNORE 幂等"
MAN-13,manage,user input ingestion,pass,作为系统，我希望把会话中的用户消息按版本追加为 work 的输入链，并维护 input_head。,逐条 INSERT OR IGNORE mgmt_inputs，version 递增、supersedes 指向上一条；新增成功时 setInputHead；返回新增条数。,代码审查；由 collectExecution 间接覆盖,,,,,src/manage/store.ts:addInputs,not-run,"collectExecution 内部调用，inputs 计数经返回值间接断言
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-13 addInputs versioning and supersedes' asserts version increments, supersedes chains, added count
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-13 addInputs versioning and supersedes' asserts version increments, supersedes chains, added count",,,pass,"new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-13 addInputs versioning and supersedes' asserts version increments, supersedes chains, added count | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)","原为 code-review 内部调用，现用临时 DB 验证版本链
原为 code-review 内部调用，现用临时 DB 验证版本链"
MAN-14,manage,source cursor checkpoint,pass,作为系统，我希望为每个源文件记录读取游标（byte/generation/header/line），支持断点续读。,INSERT ... ON CONFLICT(source_key) 更新 cursor/failures=0/last_status/updated_at，幂等。,代码审查；由 scanOnce 间接覆盖,,,,,src/manage/store.ts:updateCursor,not-run,"scanOnce 内部调用，游标推进无独立断言
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-14 updateCursor idempotent upsert' asserts insert then ON CONFLICT update
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-14 updateCursor idempotent upsert' asserts insert then ON CONFLICT update",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-14 updateCursor idempotent upsert' asserts insert then ON CONFLICT update | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原为 code-review 游标推进无独立断言，现验证幂等
原为 code-review 游标推进无独立断言，现验证幂等"
MAN-15,manage,pi session parsing,pass,作为采集器，我希望把 pi 运行的 JSONL 会话文件解析为结构化记录（用户消息+工具事件）。,逐行 JSON.parse；识别 type=session 头取 id/cwd；抽取 user role 文本（≤2000 字符）与 toolCall/tool_use 事件及 read/modify/exec 关系；无法解析行记入 parseErrors。,bun test test/manage-readers.test.ts,,,,,src/manage/readers/types.ts:parsePiSession,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] parsePiSession asserts userMessages=1, toolEvents=2, modified/read relations, parseErrors=1
[audit-confirmed] parsePiSession asserts userMessages=1, toolEvents=2, modified/read relations, parseErrors=1",,,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] parsePiSession asserts userMessages=1, toolEvents=2, modified/read relations, parseErrors=1
[audit-confirmed] parsePiSession asserts userMessages=1, toolEvents=2, modified/read relations, parseErrors=1 | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-16,manage,omp session parsing,pass,作为采集器，我希望把 omp 运行的 JSONL 会话解析为同一 SessionRecord 结构。,与 pi 共用 parse()，runtime=omp；同样抽取消息与工具事件。,bun test test/manage-readers.test.ts,,,,,src/manage/readers/types.ts:parseOmpSession,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] parseOmpSession asserts same structure with runtime=omp
[audit-confirmed] parseOmpSession asserts same structure with runtime=omp",,,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] parseOmpSession asserts same structure with runtime=omp
[audit-confirmed] parseOmpSession asserts same structure with runtime=omp | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-17,manage,claude session parsing,pass,作为采集器，我希望把 claude 项目的 JSONL 会话解析为 SessionRecord。,claude 头取自含 sessionId+cwd 的行；role 取自 type；toolUse/tool_result 按 tool_use_id 配对并标记 isError/succeeded。,bun test test/manage-readers.test.ts / test/manage-attribution.test.ts,,,,,src/manage/readers/types.ts:parseClaudeSession,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] 'only an explicitly successful Claude write is attributable' asserts isError/succeeded pairing per tool_use_id
[audit-confirmed] 'only an explicitly successful Claude write is attributable' asserts isError/succeeded pairing per tool_use_id",,,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-confirmed] 'only an explicitly successful Claude write is attributable' asserts isError/succeeded pairing per tool_use_id
[audit-confirmed] 'only an explicitly successful Claude write is attributable' asserts isError/succeeded pairing per tool_use_id | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-18,manage,runtime detection from path,pass,作为采集器，我希望从文件路径自动判断所属 runtime，避免手工配置。,含 /.pi/agent/sessions/ → pi，含 /.omp/agent/sessions/ → omp，含 /.claude/projects/ → claude，否则 null。,bun test test/manage-readers.test.ts,,,,,src/manage/readers/types.ts:detectRuntimeFromPath,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-18 detectRuntimeFromPath' asserts pi/omp/claude/null four cases
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-18 detectRuntimeFromPath' asserts pi/omp/claude/null four cases",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-18 detectRuntimeFromPath' asserts pi/omp/claude/null four cases | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原用例仅断言 claude 路径，pi/omp/null 三例未覆盖
原用例仅断言 claude 路径，pi/omp/null 三例未覆盖"
MAN-19,manage,session dir resolution,pass,作为采集器，我希望按 runtime 给出该用户家目录下的会话目录列表。,"pi→.pi/agent/sessions，omp→.omp/agent/sessions，claude→.claude/projects，均 resolve(home, dir)。",bun test test/manage-readers.test.ts,,,,,src/manage/readers/types.ts:sessionDirs,pass,"test/manage-readers.test.ts 4 pass/0 fail
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-19 sessionDirs' asserts pi/omp/claude 三个目录
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-19 sessionDirs' asserts pi/omp/claude 三个目录",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-19 sessionDirs' asserts pi/omp/claude 三个目录 | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原用例仅断言 pi，omp/claude 未覆盖
原用例仅断言 pi，omp/claude 未覆盖"
MAN-20,manage,execution artifact collection,pass,作为采集器，我希望把一次执行的工具事件落地为工件版本、链接与观察，并校验敏感内容不落盘。,"遍历 toolEvents：read 建 read 链接、modified/created 成功时 capture 快照（仅 sensitivity=none 落盘）、失败记 attempted_modify；git status 补 git_dirty；事务写入 artifacts/versions/links/observations，并 invalidateAcceptances；返回 {inputs, artifacts}。",bun test test/manage-attribution.test.ts,,,,,src/manage/collect.ts:collectExecution,pass,"test/manage-attribution.test.ts 8 pass/0 fail
[audit-confirmed] 8 tests cover read links, modified success capture, failed attempted_modify, git_dirty, stale capture, correction fence, Claude pairing, snapshot invalidation
[audit-confirmed] 8 tests cover read links, modified success capture, failed attempted_modify, git_dirty, stale capture, correction fence, Claude pairing, snapshot invalidation",,,pass,"test/manage-attribution.test.ts 8 pass/0 fail
[audit-confirmed] 8 tests cover read links, modified success capture, failed attempted_modify, git_dirty, stale capture, correction fence, Claude pairing, snapshot invalidation
[audit-confirmed] 8 tests cover read links, modified success capture, failed... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-21,manage,handoff precondition check,pass,作为调度者，我希望在交接前自动判断源是否仍在运行/被阻塞/存在覆盖空洞或并发冲突，并给出是否允许同目录或隔离。,"非 tracking→liveness_unknown；有 inflight handoff→inflight_handoff；源 running/blocked_on_ask→拒绝；file_only/陈旧→允许 isolate_with_confirmation；有 contention→contention；全部通过→{ok:true, allowed:[same_workspace]}。",bun test test/manage-handoff.test.ts / test/manage-remote-handoff.test.ts,,,,,src/manage/handoff.ts:checkHandoffPreconditions,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] source_running, blocked_on_ask, isolate_with_confirmation, contention, liveness_unknown all asserted across handoff+remote-handoff tests
[audit-confirmed] source_running, blocked_on_ask, isolate_with_confirmation, contention, liveness_unknown all asserted across handoff+remote-handoff tests",,,pass,audit confirmed: test/manage-handoff.test.ts + test/manage-remote-handoff.test.ts | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
